Day,Group,Exercise,Minutes,Calories Burned
2024-06-01,Uncategorized,General Walking,40.0,-174.71
2024-06-01,Uncategorized,Resistance Training,30.0,-86.21
2024-06-02,Uncategorized,General Walking,39.0,-170.34
2024-06-03,Uncategorized,Resistance Training,25.0,-71.84
2024-06-04,Uncategorized,Resistance Training,30.0,-86.21
2024-06-05,Uncategorized,Resistance Training,30.0,-86.21
2024-06-07,Uncategorized,General Walking,20.0,-87.35
2024-06-08,Uncategorized,Running General,32.0,-128.73
2024-06-08,Uncategorized,Resistance Training,30.0,-86.21
2024-06-09,Uncategorized,General Walking,28.0,-122.3
2024-06-10,Uncategorized,Resistance Training,30.0,-86.21
2024-06-11,Uncategorized,Resistance Training,30.0,-86.21
2024-06-11,Uncategorized,General Walking,20.0,-87.35
2024-06-12,Uncategorized,Resistance Training,30.0,-86.21
2024-06-13,Uncategorized,General Walking,20.0,-87.35
2024-06-14,Uncategorized,Resistance Training,30.0,-86.21
2024-06-14,Uncategorized,General Walking,20.0,-87.6
2024-06-15,Uncategorized,General Walking,52.0,-227.75
2024-06-16,Uncategorized,Resistance Training,30.0,-86.21
2024-06-17,Uncategorized,General Walking,24.0,-105.12
2024-06-18,Uncategorized,Resistance Training,30.0,-86.21
2024-06-19,Uncategorized,Resistance Training,30.0,-86.21
2024-06-19,Uncategorized,General Walking,28.0,-122.63
2024-06-20,Uncategorized,General Walking,51.0,-223.37
2024-06-21,Uncategorized,Resistance Training,30.0,-86.21
2024-06-23,Uncategorized,General Walking,43.0,-190.93
2024-06-24,Uncategorized,General Walking,36.0,-159.84
2024-06-28,Uncategorized,General Walking,34.0,-150.96
2024-06-29,Uncategorized,General Walking,38.0,-168.72
2024-06-30,Uncategorized,General Walking,60.0,-269.3
2024-07-01,Uncategorized,Resistance Training,30.0,-86.21
2024-07-02,Uncategorized,Resistance Training,30.0,-86.21
2024-07-03,Uncategorized,General Walking,51.0,-228.91
2024-07-04,Uncategorized,Resistance Training,30.0,-86.21
2024-07-04,Uncategorized,General Walking,25.0,-112.21
2024-07-06,Uncategorized,General Walking,39.0,-175.05
2024-07-06,Uncategorized,General Walking,20.0,-89.77
2024-07-07,Uncategorized,Resistance Training,30.0,-86.21
2024-07-07,Uncategorized,General Walking,34.0,-152.61
2024-07-08,Uncategorized,General Walking,34.0,-152.61
2024-07-09,Uncategorized,General Walking,32.0,-143.63
2024-07-10,Uncategorized,General Walking,41.0,-184.02
2024-07-10,Uncategorized,Resistance Training,30.0,-86.21
2024-07-11,Uncategorized,General Walking,37.0,-166.07
2024-07-12,Uncategorized,Resistance Training,30.0,-86.21
2024-07-13,Uncategorized,General Walking,54.0,-237.81
2024-07-15,Uncategorized,Resistance Training,22.0,-63.74
2024-07-16,Uncategorized,Resistance Training,30.0,-86.92
2024-07-17,Uncategorized,General Walking,35.0,-154.14
2024-07-17,Uncategorized,General Walking,25.0,-110.1
2024-07-18,Uncategorized,Resistance Training,30.0,-86.92
2024-07-18,Uncategorized,General Walking,20.0,-88.08
2024-07-20,Uncategorized,General Walking,60.0,-264.24
2024-07-19,Uncategorized,Resistance Training,30.0,-86.92
2024-07-19,Uncategorized,General Walking,20.0,-88.08
2024-07-21,Uncategorized,General Walking,54.0,-237.81
2024-07-22,Uncategorized,Resistance Training,30.0,-86.92
2024-07-23,Uncategorized,General Walking,31.0,-136.52
2024-07-24,Uncategorized,Resistance Training,30.0,-86.92
2024-07-24,Uncategorized,General Walking,31.0,-136.52
2024-07-25,Uncategorized,General Walking,28.0,-125.67
2024-07-27,Uncategorized,General Walking,35.0,-157.09
2024-07-27,Uncategorized,Resistance Training,30.0,-86.92
2024-07-27,Uncategorized,General Walking,20.0,-89.77
2024-07-28,Uncategorized,General Walking,30.0,-134.65
2024-07-28,Uncategorized,Resistance Training,35.0,-103.35
2024-07-28,Uncategorized,General Walking,20.0,-89.77
2024-07-29,Uncategorized,General Walking,45.0,-201.98
2024-07-30,Uncategorized,General Walking,33.0,-148.12
2024-07-31,Uncategorized,Resistance Training,25.0,-73.82
2024-08-01,Uncategorized,Resistance Training,30.0,-88.59
2024-08-01,Uncategorized,General Walking,24.0,-107.72
2024-08-02,Uncategorized,Resistance Training,30.0,-88.59
2024-08-03,Uncategorized,General Walking,47.0,-209.25
2024-08-03,Uncategorized,General Walking,21.0,-93.5
2024-08-05,Uncategorized,Resistance Training,30.0,-88.59
2024-08-06,Uncategorized,General Walking,28.0,-124.66
2024-08-07,Uncategorized,General Walking,24.0,-106.85
2024-08-08,Uncategorized,Resistance Training,30.0,-88.59
2024-08-09,Uncategorized,Resistance Training,35.0,-102.52
2024-08-10,Uncategorized,General Walking,25.0,-111.3
2024-08-11,Uncategorized,General Walking,39.0,-173.64
2024-08-12,Uncategorized,Resistance Training,30.0,-87.87
2024-08-12,Uncategorized,General Walking,26.0,-115.76
2024-08-14,Uncategorized,General Walking,28.0,-124.66
2024-08-14,Uncategorized,Resistance Training,35.0,-102.52
2024-08-16,Uncategorized,Resistance Training,30.0,-87.87
2024-08-16,Uncategorized,General Walking,25.0,-111.3
2024-08-17,Uncategorized,General Walking,35.0,-155.83
2024-08-18,Uncategorized,Resistance Training,30.0,-87.87
2024-08-20,Uncategorized,General Walking,22.0,-97.95
2024-08-21,Uncategorized,Resistance Training,30.0,-87.87
2024-08-21,Uncategorized,Resistance Training,35.0,-102.52
2024-08-22,Uncategorized,General Walking,30.0,-133.57
2024-08-19,Uncategorized,Resistance Training,30.0,-87.87
2024-08-24,Uncategorized,General Walking,66.0,-293.84
2024-08-24,Uncategorized,Resistance Training,40.0,-117.16
2024-08-25,Uncategorized,General Walking,75.0,-333.91
2024-08-26,Uncategorized,Resistance Training,35.0,-102.52
2024-08-26,Uncategorized,General Walking,25.0,-111.3
2024-08-27,Uncategorized,Resistance Training,30.0,-87.87
2024-08-27,Uncategorized,General Walking,32.0,-142.47
2024-08-29,Uncategorized,Resistance Training,30.0,-87.87
2024-08-29,Uncategorized,General Walking,29.0,-129.11
2024-08-30,Uncategorized,Resistance Training,30.0,-87.87
2024-08-30,Uncategorized,General Walking,31.0,-136.9
2024-08-31,Uncategorized,General Walking,70.0,-309.12
2024-09-01,Uncategorized,General Walking,60.0,-264.96
2024-09-01,Uncategorized,Resistance Training,30.0,-87.87
2024-09-01,Uncategorized,General Walking,29.0,-128.06
2024-09-02,Uncategorized,General Walking,25.0,-110.4
2024-09-03,Uncategorized,General Walking,31.0,-136.9
2024-09-04,Uncategorized,General Walking,29.0,-128.06
2024-09-04,Uncategorized,Resistance Training,25.0,-72.63
2024-09-05,Uncategorized,Resistance Training,30.0,-87.16
2024-09-05,Uncategorized,General Walking,29.0,-128.06
2024-09-06,Uncategorized,Video Group Classes,30.0,-105.3
2024-09-06,Uncategorized,General Walking,29.0,-128.06
2024-09-07,Uncategorized,General Walking,37.0,-163.39
2024-09-07,Uncategorized,Resistance Training,30.0,-87.16
2024-09-08,Uncategorized,General Walking,42.0,-186.99
2024-09-09,Uncategorized,Resistance Training,30.0,-87.16
2024-09-10,Uncategorized,General Walking,28.0,-124.66
2024-09-09,Uncategorized,General Walking,27.0,-120.21
2024-09-11,Uncategorized,Resistance Training,35.0,-102.52
2024-09-11,Uncategorized,General Walking,25.0,-111.3
2024-09-12,Uncategorized,Resistance Training,30.0,-87.87
2024-09-12,Uncategorized,General Walking,30.0,-133.57
2024-09-13,Uncategorized,Video Yoga,25.0,-38.44
2024-09-13,Uncategorized,Resistance Training,30.0,-87.87
2024-09-15,Uncategorized,Resistance Training,30.0,-87.87
2024-09-15,Uncategorized,General Walking,28.0,-126.52
2024-09-17,Uncategorized,Resistance Training,35.0,-104.05
2024-09-18,Uncategorized,Resistance Training,31.0,-92.15
2024-09-18,Uncategorized,General Walking,31.0,-140.07
2024-09-19,Uncategorized,General Walking,29.5,-133.3
2024-09-20,Uncategorized,Resistance Training,30.0,-89.18
2024-09-21,Uncategorized,Moving,120.0,-570.76
2024-09-22,Uncategorized,General Walking,29.5,-133.3
2024-09-23,Uncategorized,Resistance Training,31.0,-92.15
2024-09-24,Uncategorized,Resistance Training,30.0,-89.18
2024-09-25,Uncategorized,General Walking,31.0,-140.07
2024-09-26,Uncategorized,Video Yoga,25.0,-38.44
2024-09-26,Uncategorized,Resistance Training,31.0,-92.15
2024-09-27,Uncategorized,Video Yoga,20.0,-30.92
2024-09-28,Uncategorized,General Walking,68.0,-304.8
2024-09-29,Uncategorized,General Walking,62.0,-277.91
2024-09-29,Uncategorized,Resistance Training,31.0,-92.15
2024-10-01,Uncategorized,Video Group Classes,24.0,-84.93
2024-10-01,Uncategorized,General Walking,31.0,-138.95
2024-10-02,Uncategorized,General Walking,31.0,-138.95
2024-10-02,Uncategorized,Resistance Training,31.0,-92.15
2024-10-03,Uncategorized,Video Yoga,15.0,-23.0
2024-10-06,Uncategorized,Resistance Training,31.0,-92.15
2024-10-06,Uncategorized,General Walking,21.0,-94.13
2024-10-07,Uncategorized,Resistance Training,30.0,-88.47
2024-10-07,Uncategorized,General Walking,32.0,-143.44
2024-10-08,Uncategorized,Resistance Training,40.0,-117.96
2024-10-09,Uncategorized,Video Yoga,25.0,-38.34
2024-10-09,Uncategorized,General Walking,31.0,-138.95
2024-10-10,Uncategorized,General Walking,31.0,-138.95
2024-10-11,Uncategorized,Resistance Training,30.0,-88.47
2024-10-12,Uncategorized,Resistance Training,40.0,-117.96
2024-10-12,Uncategorized,General Walking,37.0,-165.85
2024-10-14,Uncategorized,General Walking,31.0,-138.95
2024-10-15,Uncategorized,Resistance Training,30.0,-88.47
2024-10-15,Uncategorized,Resistance Training,31.0,-91.42
2024-10-16,Uncategorized,General Walking,31.0,-138.95
2024-10-17,Uncategorized,Video Yoga,30.0,-46.0
2024-10-18,Uncategorized,Resistance Training,30.0,-89.18
2024-10-19,Uncategorized,Resistance Training,31.0,-92.15
2024-10-19,Uncategorized,General Walking,26.0,-117.48
2024-10-20,Uncategorized,General Walking,41.0,-185.26
2024-10-20,Uncategorized,Resistance Training,31.0,-92.15
2024-10-22,Uncategorized,General Walking,30.0,-135.56
2024-10-22,Uncategorized,Video Group Classes,30.0,-107.02
2024-10-21,Uncategorized,Resistance Training,31.0,-92.15
2024-10-21,Uncategorized,General Walking,31.0,-140.07
2024-10-23,Uncategorized,Resistance Training,31.0,-92.15
2024-10-23,Uncategorized,General Walking,31.0,-140.07
2024-10-24,Uncategorized,Video Yoga,30.0,-46.0
2024-10-24,Uncategorized,General Walking,30.0,-135.56
2024-10-25,Uncategorized,General Walking,30.0,-134.11
2024-10-26,Uncategorized,Resistance Training,31.0,-92.15
2024-10-26,Uncategorized,General Walking,30.0,-134.11
2024-10-28,Uncategorized,Video Group Classes,25.0,-88.23
2024-10-28,Uncategorized,General Walking,35.0,-156.46
2024-10-30,Uncategorized,Resistance Training,35.0,-102.93
2024-11-01,Uncategorized,Resistance Training,40.0,-117.64
2024-11-02,Uncategorized,General Walking,71.0,-317.39
2024-11-03,Uncategorized,Resistance Training,40.0,-117.64
2024-11-04,Uncategorized,Video Yoga,30.0,-46.0
2024-11-05,Uncategorized,Resistance Training,28.0,-82.35
2024-11-08,Uncategorized,Resistance Training,35.0,-104.05
2024-11-14,Uncategorized,Resistance Training,25.0,-74.32
2024-11-15,Uncategorized,Resistance Training,35.0,-104.05
2024-11-17,Uncategorized,Resistance Training,35.0,-104.05
2024-11-17,Uncategorized,General Walking,40.0,-177.85
2024-11-18,Uncategorized,Resistance Training,20.0,-58.5
2024-11-20,Uncategorized,Resistance Training,35.0,-102.38
2024-11-22,Uncategorized,Resistance Training,40.0,-117.0
2024-11-24,Uncategorized,Resistance Training,40.0,-117.0
2024-11-25,Uncategorized,Resistance Training,30.0,-87.75
2024-11-29,Uncategorized,Resistance Training,35.0,-102.38
2024-11-27,Uncategorized,Resistance Training,25.0,-73.13
2024-12-01,Uncategorized,Resistance Training,35.0,-102.38
2024-12-02,Uncategorized,Resistance Training,25.0,-73.13
2024-12-04,Uncategorized,Video Group Classes,25.0,-88.23
2024-12-05,Uncategorized,Resistance Training,35.0,-102.38
2024-12-06,Uncategorized,Video Group Classes,25.0,-88.23
2024-12-08,Uncategorized,Resistance Training,40.0,-119.7
2024-12-08,Uncategorized,General Walking,36.0,-163.75
2024-12-12,Uncategorized,Video Group Classes,20.0,-71.82
2024-12-12,Uncategorized,Resistance Training,40.0,-119.7
2024-12-15,Uncategorized,Resistance Training,40.0,-119.7
2024-12-16,Uncategorized,Video Group Classes,20.0,-71.82
2024-12-17,Uncategorized,Resistance Training,40.0,-119.7
2024-12-18,Uncategorized,Video Group Classes,20.0,-71.82
2024-12-21,Uncategorized,General Walking,56.0,-253.71
2024-12-22,Uncategorized,Resistance Training,40.0,-119.7
2024-12-23,Uncategorized,Video Group Classes,20.0,-71.82
2024-12-30,Uncategorized,Video Group Classes,20.0,-71.82
2024-12-31,Uncategorized,Resistance Training,40.0,-119.7
2025-01-04,Uncategorized,Resistance Training,60.0,-178.84
2025-01-06,Uncategorized,Resistance Training,25.0,-74.52
2025-01-07,Uncategorized,Resistance Training,35.0,-104.32
2025-01-10,Uncategorized,Resistance Training,29.0,-85.98
2025-01-13,Uncategorized,Resistance Training,25.0,-74.12
2025-01-17,Uncategorized,Resistance Training,25.0,-74.12
2025-01-28,Uncategorized,Resistance Training,31.0,-91.91
2025-01-30,Uncategorized,Resistance Training,31.0,-91.91
2025-02-04,Uncategorized,Resistance Training,25.0,-74.12
2025-02-06,Uncategorized,Resistance Training,25.0,-74.12
2025-02-08,Uncategorized,Resistance Training,35.0,-103.77
2025-02-09,Uncategorized,General Walking,32.0,-145.56
2025-02-12,Uncategorized,Resistance Training,25.0,-74.81
2025-02-14,Uncategorized,Resistance Training,35.0,-104.74
2025-02-16,Uncategorized,Resistance Training,35.0,-104.74
2025-02-18,Uncategorized,Resistance Training,20.0,-59.85
2025-02-19,Uncategorized,Resistance Training,25.0,-74.81
2025-02-24,Uncategorized,Resistance Training,25.0,-74.81
2025-02-25,Uncategorized,Resistance Training,25.0,-74.81
2025-02-26,Uncategorized,Resistance Training,35.0,-104.74
2025-02-28,Uncategorized,Resistance Training,35.0,-104.74
2025-03-04,Uncategorized,Resistance Training,35.0,-104.74
2025-03-06,Uncategorized,Resistance Training,25.0,-74.81
2025-03-08,Uncategorized,Resistance Training,25.0,-74.81
2025-03-11,Uncategorized,Resistance Training,35.0,-103.91
2025-03-13,Uncategorized,Resistance Training,25.0,-74.22
2025-03-14,Uncategorized,Resistance Training,25.0,-74.22
2025-03-15,Uncategorized,Resistance Training,35.0,-103.91
2025-03-16,Uncategorized,General Walking,36.0,-162.45
2025-03-17,Uncategorized,Resistance Training,25.0,-74.22
2025-03-19,Uncategorized,Resistance Training,25.0,-74.22
2025-03-21,Uncategorized,Resistance Training,25.0,-74.22
2025-03-22,Uncategorized,Resistance Training,35.0,-103.91
2025-03-25,Uncategorized,Alpine Skiing,120.0,-612.75
2025-03-28,Uncategorized,Resistance Training,25.0,-74.22
2025-03-29,Uncategorized,General Walking,39.0,-175.99
2025-03-30,Uncategorized,Resistance Training,35.0,-103.91
2025-03-31,Uncategorized,Resistance Training,29.0,-86.09
2025-04-01,Uncategorized,Resistance Training,29.0,-86.09
2025-04-03,Uncategorized,Resistance Training,29.0,-86.09
2025-04-04,Uncategorized,Resistance Training,32.0,-95.0
2025-04-05,Uncategorized,Alpine Skiing,120.0,-612.75
2025-04-06,Uncategorized,General Walking,50.0,-225.63
2025-04-07,Uncategorized,Resistance Training,25.0,-74.81
2025-04-09,Uncategorized,Resistance Training,32.0,-95.76
2025-04-09,Uncategorized,General Walking,31.0,-141.01
2025-04-08,Uncategorized,General Walking,33.0,-150.11
2025-04-10,Uncategorized,Resistance Training,20.0,-59.85
2025-04-11,Uncategorized,General Walking,30.0,-136.46
2025-04-12,Uncategorized,General Walking,43.0,-195.59
2025-04-14,Uncategorized,Resistance Training,20.0,-59.85
2025-04-15,Uncategorized,Resistance Training,25.0,-74.81
2025-04-17,Uncategorized,Resistance Training,25.0,-74.81
2025-04-17,Uncategorized,General Walking,25.0,-113.72
2025-04-19,Uncategorized,Resistance Training,35.0,-104.74
2025-04-20,Uncategorized,General Walking,43.0,-195.59
2025-04-20,Uncategorized,Resistance Training,10.0,-29.93
2025-04-21,Uncategorized,Resistance Training,25.0,-74.81
2025-04-22,Uncategorized,General Walking,41.0,-186.5
2025-04-23,Uncategorized,Resistance Training,25.0,-74.81
2025-04-24,Uncategorized,General Walking,43.0,-195.59
2025-04-25,Uncategorized,Resistance Training,25.0,-74.81
2025-04-26,Uncategorized,General Walking,23.0,-104.62
2025-04-27,Uncategorized,General Walking,47.0,-393.82
2025-04-28,Uncategorized,Resistance Training,25.0,-74.81
2025-04-29,Uncategorized,Resistance Training,25.0,-74.81
2025-05-03,Uncategorized,Resistance Training,40.0,-119.7
2025-05-03,Uncategorized,General Walking,31.0,-141.01
2025-05-04,Uncategorized,General Walking,69.0,-313.86
2025-05-05,Uncategorized,Resistance Training,25.0,-74.81
2025-05-07,Uncategorized,Resistance Training,25.0,-74.81
2025-05-13,Uncategorized,Resistance Training,25.0,-74.81
2025-05-15,Uncategorized,Resistance Training,25.0,-74.81
2025-05-17,Uncategorized,Resistance Training,35.0,-104.74
2025-05-18,Uncategorized,General Walking,53.0,-444.1
2025-05-19,Uncategorized,Resistance Training,35.0,-104.74
2025-05-19,Uncategorized,General Walking,23.0,-104.62
2025-05-20,Uncategorized,Resistance Training,25.0,-74.81
2025-05-21,Uncategorized,General Walking,32.0,-145.56
2025-05-22,Uncategorized,Resistance Training,25.0,-74.81
2025-05-24,Uncategorized,General Walking,32.0,-145.56
2025-05-25,Uncategorized,Resistance Training,35.0,-103.35
2025-05-26,Uncategorized,General Walking,35.0,-157.09
2025-05-28,Uncategorized,Resistance Training,25.0,-73.82
2025-05-30,Uncategorized,Video Group Classes,25.0,-88.59
2025-05-30,Uncategorized,Resistance Training,32.0,-94.49
2025-05-31,Uncategorized,General Walking,70.0,-314.19
2025-06-02,Uncategorized,Resistance Training,32.0,-94.49
2025-06-03,Uncategorized,Resistance Training,25.0,-73.82
2025-06-04,Uncategorized,Resistance Training,25.0,-73.82
2025-06-04,Uncategorized,General Walking,35.0,-157.09
2025-06-07,Uncategorized,Resistance Training,35.0,-102.93
2025-06-07,Uncategorized,General Walking,35.0,-157.09
2025-06-07,Uncategorized,Basketball,90.0,-594.89
2025-06-08,Uncategorized,General Walking,36.0,-160.93
2025-06-09,Uncategorized,Resistance Training,25.0,-73.52
2025-06-09,Uncategorized,General Walking,31.0,-138.58
2025-06-11,Uncategorized,General Walking,31.0,-138.58
2025-06-18,Uncategorized,General Walking,30.0,-134.11
2025-06-21,Uncategorized,Resistance Training,35.0,-104.32
2025-06-23,Uncategorized,Resistance Training,25.0,-74.52
2025-06-25,Uncategorized,General Walking,31.0,-140.45
2025-06-26,Uncategorized,Resistance Training,25.0,-74.52
2025-06-27,Uncategorized,Resistance Training,40.0,-119.23
2025-06-28,Uncategorized,General Walking,52.0,-235.59
2025-06-29,Uncategorized,General Walking,48.0,-216.89
2025-06-30,Uncategorized,Resistance Training,25.0,-74.32
2025-07-01,Uncategorized,General Walking,29.0,-131.04
2025-07-02,Uncategorized,Resistance Training,25.0,-74.32
2025-07-02,Uncategorized,General Walking,25.0,-112.96
2025-07-04,Uncategorized,Resistance Training,40.0,-118.91
2025-07-05,Uncategorized,General Walking,249.0,-1125.12
2025-07-06,Uncategorized,General Walking,38.0,-171.7
2025-07-07,Uncategorized,Resistance Training,25.0,-74.32
2025-07-10,Uncategorized,General Walking,42.0,-349.59
2025-07-11,Uncategorized,Resistance Training,28.0,-83.24
2025-07-12,Uncategorized,General Walking,37.0,-167.19
2025-07-13,Uncategorized,General Walking,41.0,-185.26
2025-07-14,Uncategorized,Resistance Training,28.0,-83.24
2025-07-15,Uncategorized,General Walking,46.0,-207.85
2025-07-16,Uncategorized,Resistance Training,35.0,-104.05
2025-07-17,Uncategorized,General Walking,29.0,-131.04
2025-07-18,Uncategorized,Resistance Training,25.0,-74.32
2025-07-19,Uncategorized,General Walking,54.0,-244.0
2025-07-21,Uncategorized,General Walking,51.0,-227.68
2025-07-22,Uncategorized,Resistance Training,25.0,-74.32
2025-07-24,Uncategorized,General Walking,47.0,-209.82
2025-07-25,Uncategorized,Resistance Training,25.0,-74.32
2025-07-26,Uncategorized,General Walking,55.0,-250.18
2025-07-27,Uncategorized,General Walking,50.0,-224.12
2025-07-29,Uncategorized,Resistance Training,25.0,-74.32
2025-07-29,Uncategorized,General Walking,28.0,-125.51
2025-07-30,Uncategorized,General Walking,37.0,-165.85
2025-07-31,Uncategorized,Resistance Training,25.0,-74.32
2025-08-01,Uncategorized,General Walking,58.0,-259.98
2025-08-02,Uncategorized,Resistance Training,40.0,-118.75
2025-08-03,Uncategorized,General Walking,51.0,-230.14
2025-08-05,Uncategorized,Resistance Training,25.0,-74.22
2025-08-07,Uncategorized,Resistance Training,25.0,-74.22
2025-08-08,Uncategorized,General Walking,42.0,-189.53
2025-08-10,Uncategorized,General Walking,58.0,-261.73
2025-08-14,Uncategorized,Resistance Training,25.0,-74.22
2025-08-15,Uncategorized,General Walking,34.0,-152.19
2025-08-16,Uncategorized,Resistance Training,40.0,-117.8
2025-08-17,Uncategorized,General Walking,40.0,-179.05
2025-08-18,Uncategorized,General Walking,30.0,-134.29
2025-08-19,Uncategorized,Resistance Training,28.0,-82.46
2025-08-21,Uncategorized,Resistance Training,28.0,-82.46
2025-08-23,Uncategorized,General Walking,52.0,-232.77
2025-08-25,Uncategorized,Resistance Training,28.0,-82.46
2025-08-27,Uncategorized,Resistance Training,25.0,-73.62
2025-08-28,Uncategorized,General Walking,26.0,-116.38
2025-08-29,Uncategorized,Resistance Training,25.0,-73.62
2025-08-30,Uncategorized,General Walking,49.0,-219.34
2025-09-02,Uncategorized,Resistance Training,25.0,-73.62
2025-09-03,Uncategorized,General Walking,37.0,-165.62
2025-09-04,Uncategorized,Resistance Training,25.0,-73.62
2025-09-04,Uncategorized,General Walking,22.0,-98.48
2025-09-06,Uncategorized,General Walking,73.0,-601.95
2025-09-08,Uncategorized,Resistance Training,35.0,-103.07
2025-09-09,Uncategorized,Resistance Training,28.0,-82.46
2025-09-11,Uncategorized,General Walking,45.0,-371.06
2025-09-13,Uncategorized,General Walking,50.0,-412.29
2025-09-14,Uncategorized,Frisbee,90.0,-742.13
2025-09-15,Uncategorized,General Walking,36.0,-161.15
2025-09-18,Uncategorized,Resistance Training,40.0,-117.8
2025-09-19,Uncategorized,Resistance Training,20.0,-58.9
2025-09-22,Uncategorized,General Walking,36.0,-161.15
2025-09-23,Uncategorized,Resistance Training,25.0,-73.62
2025-09-25,Uncategorized,Resistance Training,25.0,-73.62
2025-09-25,Uncategorized,General Walking,34.0,-152.19
2025-09-26,Uncategorized,General Walking,43.0,-192.48
2025-09-27,Uncategorized,General Walking,65.0,-153.14
2025-09-28,Uncategorized,General Walking,49.0,-219.34
2025-09-29,Uncategorized,Resistance Training,28.0,-82.57
2025-09-29,Uncategorized,General Walking,31.0,-138.95
2025-09-30,Uncategorized,General Walking,35.0,-156.88
2025-10-02,Uncategorized,Resistance Training,40.0,-117.96
2025-10-03,Uncategorized,Resistance Training,25.0,-73.72
2025-10-04,Uncategorized,General Walking,55.0,-248.19
2025-10-05,Uncategorized,General Walking,33.0,-148.91
2025-10-06,Uncategorized,Resistance Training,25.0,-73.72
2025-10-08,Uncategorized,General Walking,34.0,-80.75
2025-10-09,Uncategorized,Resistance Training,25.0,-73.72
2025-10-11,Uncategorized,General Walking,52.0,-234.65
2025-10-13,Uncategorized,Resistance Training,25.0,-73.72
2025-10-15,Uncategorized,Resistance Training,25.0,-73.72
2025-10-16,Uncategorized,Road Biking,30.0,-203.86
2025-10-17,Uncategorized,Resistance Training,25.0,-73.72
2025-10-21,Uncategorized,Running General,47.0,-192.73
2025-10-22,Uncategorized,Resistance Training,25.0,-73.72
2025-10-23,Uncategorized,Running General,40.0,-164.03
2025-10-24,Uncategorized,Resistance Training,25.0,-73.72
2025-10-24,Uncategorized,General Walking,34.0,-152.4
2025-10-25,Uncategorized,General Walking,37.0,-165.85
2025-10-26,Uncategorized,General Walking,34.0,-152.4
2025-10-27,Uncategorized,Resistance Training,25.0,-73.72
2025-10-29,Uncategorized,Resistance Training,25.0,-73.72
2025-11-02,Uncategorized,Running General,40.0,-164.03
2025-11-03,Uncategorized,Resistance Training,25.0,-73.72
2025-11-05,Uncategorized,Resistance Training,29.0,-85.29
2025-11-08,Uncategorized,Resistance Training,29.0,-85.29
2025-11-10,Uncategorized,Resistance Training,25.0,-73.52
2025-11-12,Uncategorized,Resistance Training,25.0,-73.52
2025-11-14,Uncategorized,Resistance Training,29.0,-85.63
2025-11-15,Uncategorized,Running General,44.0,-181.9
2025-11-16,Uncategorized,General Walking,30.0,-134.65
2025-11-17,Uncategorized,General Walking,45.0,-201.98
2025-11-18,Uncategorized,Resistance Training,29.0,-85.63
2025-11-19,Uncategorized,Resistance Training,29.0,-85.63
2025-11-22,Uncategorized,Resistance Training,25.0,-73.43
2025-11-25,Uncategorized,Resistance Training,25.0,-73.43
2025-12-03,Uncategorized,Resistance Training,25.0,-73.43
2025-12-06,Uncategorized,Resistance Training,29.0,-85.17
2025-12-09,Uncategorized,Resistance Training,25.0,-73.43
2025-12-11,Uncategorized,Resistance Training,25.0,-73.43
2025-12-12,Uncategorized,General Walking,30.0,-246.71
2025-12-13,Uncategorized,Resistance Training,45.0,-132.34
2025-12-14,Uncategorized,General Walking,37.0,-165.4
2025-12-15,Uncategorized,Resistance Training,29.0,-85.29
2025-12-19,Uncategorized,Resistance Training,29.0,-85.29
2026-01-06,Uncategorized,Resistance Training,30.0,-88.23
2026-01-08,Uncategorized,Resistance Training,30.0,-88.23
2026-01-10,Uncategorized,Resistance Training,30.0,-88.23
2026-01-17,Uncategorized,Resistance Training,30.0,-88.23
2026-01-20,Uncategorized,Resistance Training,30.0,-88.23
2026-01-22,Uncategorized,Resistance Training,30.0,-88.23
2026-01-24,Uncategorized,Resistance Training,30.0,-88.23
2026-01-26,Uncategorized,Resistance Training,30.0,-88.23
2026-01-28,Uncategorized,Resistance Training,30.0,-88.23
2026-02-03,Uncategorized,Resistance Training,35.0,-103.49
2026-02-05,Uncategorized,Resistance Training,35.0,-103.49
2026-02-10,Uncategorized,Resistance Training,35.0,-103.49
2026-02-12,Uncategorized,Resistance Training,35.0,-103.49
2026-02-14,Uncategorized,Resistance Training,35.0,-103.49
2026-02-15,Uncategorized,General Walking,32.0,-143.82
2026-02-16,Uncategorized,Resistance Training,35.0,-103.49
2026-02-18,Uncategorized,"Treadmill Walking, Moderate",47.0,-140.09
2026-02-19,Uncategorized,"Treadmill Walking, Moderate",42.0,-125.19
2026-02-20,Uncategorized,Resistance Training,35.0,-103.49
2026-02-21,Uncategorized,General Walking,24.0,-108.73
2026-02-23,Uncategorized,Resistance Training,35.0,-103.49
2026-02-25,Uncategorized,Resistance Training,35.0,-103.49
2026-02-28,Uncategorized,Resistance Training,35.0,-103.49
2026-03-01,Uncategorized,General Walking,42.0,-350.53
2026-03-02,Uncategorized,General Walking,35.0,-158.57
2026-03-03,Uncategorized,Resistance Training,35.0,-103.49
2026-03-05,Uncategorized,Resistance Training,35.0,-103.49
2026-03-07,Uncategorized,Resistance Training,35.0,-103.49
2026-03-08,Uncategorized,General Walking,33.0,-149.51
2026-03-09,Uncategorized,General Walking,30.0,-135.92
2026-03-10,Uncategorized,Resistance Training,35.0,-103.49
2026-03-12,Uncategorized,Resistance Training,35.0,-103.49
2026-03-13,Uncategorized,General Walking,30.0,-135.92
2026-03-14,Uncategorized,Resistance Training,35.0,-103.49
